,Nivell absolut (msnm),Percentatge volum embassat (%),Volum embassat (hm3),PPT
2018-10-28,148.82,52.1,31.81,3.9
2018-10-29,148.87,52.3,31.94,0.0
2018-10-30,148.91,52.4,32.02,0.1
2018-10-31,148.97,52.7,32.17,27.4
2018-11-01,149.28,53.9,32.92,0.3
2018-11-02,149.51,54.8,33.48,0.1
2018-11-03,149.63,55.3,33.78,0.0
2018-11-04,149.71,55.6,33.98,0.0
2018-11-05,149.77,55.9,34.13,9.5
2018-11-06,149.88,56.3,34.41,1.3
2018-11-07,150.02,56.9,34.75,0.0
2018-11-08,150.11,57.3,34.98,0.0
2018-11-09,150.22,57.7,35.27,18.9
2018-11-10,150.38,58.4,35.68,0.0
2018-11-11,150.5,58.9,35.98,0.0
2018-11-12,150.58,59.2,36.19,0.0
2018-11-13,150.64,59.5,36.35,0.0
2018-11-14,150.69,59.7,36.48,8.1
2018-11-15,150.86,60.4,36.93,48.3
2018-11-16,151.57,63.5,38.81,5.6
2018-11-17,151.95,65.2,39.84,54.9
2018-11-18,153.94,74.9,45.77,122.6
2018-11-19,157.0,91.2,55.73,0.1
2018-11-20,157.64,94.9,58.0,0.1
2018-11-21,157.41,93.6,57.17,0.1
2018-11-22,157.34,93.2,56.94,0.0
2018-11-23,157.28,92.8,56.71,2.7
2018-11-24,157.27,92.8,56.67,0.1
2018-11-25,157.26,92.7,56.65,0.1
2018-11-26,157.27,92.8,56.69,0.0
2018-11-27,157.27,92.8,56.69,0.0
2018-11-28,157.27,92.7,56.66,0.0
2018-11-29,157.27,92.8,56.68,0.0
2018-11-30,157.27,92.8,56.69,0.0
2018-12-01,157.27,92.8,56.68,0.0
2018-12-02,157.26,92.7,56.64,0.0
2018-12-03,157.25,92.6,56.61,0.0
2018-12-04,157.24,92.6,56.58,0.0
2018-12-05,157.24,92.6,56.57,0.1
2018-12-06,157.24,92.6,56.58,0.0
2018-12-07,157.25,92.6,56.61,0.0
2018-12-08,157.25,92.6,56.61,0.1
2018-12-09,157.25,92.7,56.61,0.0
2018-12-10,157.25,92.6,56.61,0.0
2018-12-11,157.25,92.6,56.61,0.1
2018-12-12,157.25,92.6,56.61,0.5
2018-12-13,157.25,92.6,56.6,9.7
2018-12-14,157.25,92.7,56.63,0.2
2018-12-15,157.26,92.7,56.64,0.1
2018-12-16,157.26,92.7,56.65,5.2
2018-12-17,157.14,92.0,56.21,0.1
2018-12-18,156.99,91.1,55.69,0.0
2018-12-19,156.99,91.1,55.69,0.0
2018-12-20,156.98,91.1,55.66,0.0
2018-12-21,156.97,91.1,55.64,0.0
2018-12-22,156.96,91.0,55.61,0.0
2018-12-23,156.96,91.0,55.58,0.0
2018-12-24,156.95,90.9,55.55,0.0
2018-12-25,156.93,90.8,55.5,0.0
2018-12-26,156.93,90.8,55.47,0.0
2018-12-27,156.93,90.8,55.49,0.1
2018-12-28,156.92,90.8,55.46,0.0
2018-12-29,156.9,90.7,55.4,0.1
2018-12-30,156.89,90.6,55.35,0.0
2018-12-31,156.87,90.5,55.29,0.0
2019-01-01,156.86,90.4,55.24,0.0
2019-01-02,156.84,90.3,55.18,0.1
2019-01-03,156.82,90.2,55.11,0.0
2019-01-04,156.8,90.1,55.05,0.0
2019-01-05,156.78,90.0,54.98,0.0
2019-01-06,156.76,89.9,54.91,0.0
2019-01-07,156.74,89.8,54.84,0.0
2019-01-08,156.72,89.6,54.78,0.0
2019-01-09,156.7,89.5,54.7,0.1
2019-01-10,156.68,89.4,54.61,0.0
2019-01-11,156.65,89.2,54.53,0.0
2019-01-12,156.63,89.1,54.46,0.0
2019-01-13,156.61,89.0,54.39,0.0
2019-01-14,156.59,88.9,54.32,0.0
2019-01-15,156.57,88.8,54.26,0.0
2019-01-16,156.56,88.7,54.19,0.0
2019-01-17,156.54,88.6,54.12,0.0
2019-01-18,156.53,88.6,54.11,0.0
2019-01-19,156.53,88.6,54.12,0.0
2019-01-20,156.54,88.6,54.14,0.7
2019-01-21,156.54,88.6,54.13,0.0
2019-01-22,156.54,88.6,54.14,0.0
2019-01-23,156.54,88.6,54.15,4.7
2019-01-24,156.54,88.6,54.15,0.0
2019-01-25,156.54,88.6,54.12,0.0
2019-01-26,156.54,88.6,54.13,0.0
2019-01-27,156.54,88.6,54.14,0.0
2019-01-28,156.55,88.6,54.16,5.7
2019-01-29,156.55,88.7,54.18,0.0
2019-01-30,156.56,88.7,54.21,0.0
2019-01-31,156.56,88.7,54.21,0.0
2019-02-01,156.57,88.8,54.24,0.0
2019-02-02,156.57,88.8,54.24,1.5
2019-02-03,156.56,88.7,54.21,0.0
2019-02-04,156.55,88.7,54.19,0.3
2019-02-05,156.56,88.7,54.21,1.1
2019-02-06,156.56,88.7,54.21,0.0
2019-02-07,156.56,88.7,54.21,0.1
2019-02-08,156.56,88.7,54.21,0.0
2019-02-09,156.57,88.8,54.24,0.1
2019-02-10,156.57,88.8,54.24,0.0
2019-02-11,156.56,88.7,54.22,0.0
2019-02-12,156.56,88.7,54.21,0.0
2019-02-13,156.56,88.7,54.21,0.0
2019-02-14,156.56,88.7,54.21,0.0
2019-02-15,156.56,88.7,54.21,0.0
2019-02-16,156.56,88.7,54.21,0.0
2019-02-17,156.57,88.8,54.24,0.1
2019-02-18,156.56,88.7,54.22,0.0
2019-02-19,156.56,88.7,54.21,0.0
2019-02-20,156.54,88.6,54.15,0.0
2019-02-21,156.53,88.6,54.1,0.0
2019-02-22,156.53,88.5,54.1,0.0
2019-02-23,156.53,88.6,54.1,0.0
2019-02-24,156.53,88.5,54.09,0.0
2019-02-25,156.52,88.5,54.07,0.0
2019-02-26,156.52,88.5,54.07,0.0
2019-02-27,156.52,88.5,54.07,0.0
2019-02-28,156.52,88.5,54.07,0.0
2019-03-01,156.52,88.5,54.07,0.0
2019-03-02,156.52,88.5,54.07,0.0
2019-03-03,156.52,88.5,54.07,0.0
2019-03-04,156.52,88.5,54.07,0.0
2019-03-05,156.52,88.5,54.07,0.0
2019-03-06,156.52,88.5,54.06,1.1
2019-03-07,156.51,88.4,54.04,0.8
2019-03-08,156.51,88.4,54.04,0.1
2019-03-09,156.51,88.4,54.04,0.0
2019-03-10,156.5,88.4,54.01,0.0
2019-03-11,156.5,88.4,53.99,0.0
2019-03-12,156.5,88.4,53.99,0.0
2019-03-13,156.49,88.3,53.96,0.0
2019-03-14,156.49,88.3,53.96,0.0
2019-03-15,156.48,88.3,53.93,0.0
2019-03-16,156.48,88.3,53.93,0.0
2019-03-17,156.47,88.2,53.9,0.0
2019-03-18,156.46,88.2,53.87,0.0
2019-03-19,156.45,88.1,53.83,0.0
2019-03-20,156.44,88.0,53.8,0.0
2019-03-21,156.43,88.0,53.76,0.0
2019-03-22,156.43,88.0,53.75,0.0
2019-03-23,156.42,87.9,53.72,0.0
2019-03-24,156.41,87.9,53.69,0.0
2019-03-25,156.4,87.8,53.66,0.0
2019-03-26,156.39,87.7,53.61,0.0
2019-03-27,156.37,87.7,53.57,0.0
2019-03-28,156.36,87.6,53.51,0.0
2019-03-29,156.34,87.5,53.44,0.0
2019-03-30,156.32,87.4,53.39,0.0
2019-03-31,156.31,87.3,53.34,0.0
2019-04-01,156.3,87.3,53.31,0.0
2019-04-02,156.29,87.2,53.29,6.0
2019-04-03,156.29,87.2,53.28,16.0
2019-04-04,156.29,87.2,53.28,0.0
2019-04-05,156.26,87.0,53.17,1.2
2019-04-06,156.28,87.1,53.25,2.6
2019-04-07,156.27,87.1,53.22,0.0
2019-04-08,156.27,87.1,53.21,0.2
2019-04-09,156.27,87.1,53.21,4.8
2019-04-10,156.27,87.1,53.2,0.0
2019-04-11,156.26,87.0,53.17,0.0
2019-04-12,156.25,87.0,53.15,0.0
2019-04-13,156.25,87.0,53.13,0.0
2019-04-14,156.24,86.9,53.1,0.0
2019-04-15,156.23,86.9,53.08,0.4
2019-04-16,156.23,86.9,53.08,4.9
2019-04-17,156.22,86.8,53.06,0.0
2019-04-18,156.21,86.8,53.03,0.0
2019-04-19,156.21,86.7,53.0,0.0
2019-04-20,156.2,86.7,52.96,3.4
2019-04-21,156.19,86.6,52.94,0.3
2019-04-22,156.19,86.6,52.93,12.4
2019-04-23,156.22,86.8,53.05,45.1
2019-04-24,156.26,87.0,53.17,0.0
2019-04-25,156.28,87.1,53.23,0.1
2019-04-26,156.28,87.1,53.25,4.2
2019-04-27,156.28,87.1,53.25,0.0
2019-04-28,156.28,87.1,53.25,0.0
2019-04-29,156.28,87.1,53.24,0.0
2019-04-30,156.27,87.1,53.21,0.0
2019-05-01,156.27,87.1,53.21,0.0
2019-05-02,156.26,87.1,53.19,7.9
2019-05-03,156.27,87.1,53.23,7.8
2019-05-04,156.28,87.2,53.26,0.0
2019-05-05,156.29,87.2,53.28,0.0
2019-05-06,156.29,87.2,53.28,0.0
2019-05-07,156.29,87.2,53.28,0.0
2019-05-08,156.29,87.2,53.3,0.4
2019-05-09,156.29,87.2,53.28,0.0
2019-05-10,156.29,87.2,53.28,0.0
2019-05-11,156.29,87.2,53.29,9.1
2019-05-12,156.28,87.2,53.26,0.0
2019-05-13,156.28,87.1,53.24,0.0
2019-05-14,156.27,87.1,53.22,0.0
2019-05-15,156.27,87.1,53.21,0.0
2019-05-16,156.26,87.0,53.18,0.0
2019-05-17,156.27,87.1,53.22,21.1
2019-05-18,156.28,87.1,53.25,2.6
2019-05-19,156.28,87.1,53.25,0.0
2019-05-20,156.28,87.1,53.25,0.0
2019-05-21,156.28,87.1,53.25,0.2
2019-05-22,156.27,87.1,53.22,0.0
2019-05-23,156.27,87.1,53.21,0.0
2019-05-24,156.27,87.1,53.22,7.4
2019-05-25,156.27,87.1,53.22,0.2
2019-05-26,156.27,87.1,53.2,0.0
2019-05-27,156.26,87.0,53.18,0.0
2019-05-28,156.25,87.0,53.16,0.0
2019-05-29,156.24,86.9,53.11,0.0
2019-05-30,156.23,86.8,53.06,0.0
2019-05-31,156.22,86.8,53.04,0.0
2019-06-01,156.21,86.7,53.0,0.0
2019-06-02,156.2,86.7,52.98,0.0
2019-06-03,156.19,86.7,52.95,0.0
2019-06-04,156.17,86.6,52.88,0.0
2019-06-05,156.14,86.4,52.78,0.0
2019-06-06,156.11,86.2,52.67,0.0
2019-06-07,156.06,85.9,52.51,0.0
2019-06-08,156.01,85.7,52.33,0.0
2019-06-09,155.96,85.4,52.17,0.0
2019-06-10,155.9,85.1,51.97,0.0
2019-06-11,155.85,84.8,51.79,11.0
2019-06-12,155.82,84.6,51.68,0.0
2019-06-13,155.78,84.4,51.56,0.0
2019-06-14,155.74,84.2,51.43,1.0
2019-06-15,155.68,83.8,51.21,0.0
2019-06-16,155.61,83.5,51.0,0.0
2019-06-17,155.55,83.1,50.78,0.0
2019-06-18,155.46,82.6,50.5,0.0
2019-06-19,155.37,82.1,50.19,0.0
2019-06-20,155.27,81.6,49.86,0.0
2019-06-21,155.18,81.1,49.57,0.1
2019-06-22,155.09,80.6,49.27,0.0
2019-06-23,155.0,80.2,48.97,0.0
2019-06-24,154.9,79.6,48.66,0.0
2019-06-25,154.8,79.1,48.33,0.0
2019-06-26,154.68,78.5,47.96,0.0
2019-06-27,154.56,77.9,47.58,0.0
2019-06-28,154.44,77.2,47.19,0.0
2019-06-29,154.32,76.6,46.81,0.0
2019-06-30,154.2,76.0,46.45,0.0
2019-07-01,154.13,75.6,46.21,0.0
2019-07-02,153.93,74.7,45.61,0.0
2019-07-03,153.82,74.1,45.27,0.3
2019-07-04,153.7,73.4,44.88,0.0
2019-07-05,153.57,72.8,44.48,0.0
2019-07-06,153.45,72.2,44.14,0.0
2019-07-07,153.34,71.7,43.81,0.7
2019-07-08,153.22,71.1,43.45,0.0
2019-07-09,153.1,70.5,43.09,6.5
2019-07-10,152.99,70.0,42.77,0.0
2019-07-11,152.88,69.5,42.46,0.0
2019-07-12,152.78,69.0,42.16,0.0
2019-07-13,152.68,68.5,41.87,0.0
2019-07-14,152.57,68.0,41.57,0.0
2019-07-15,152.45,67.5,41.24,0.0
2019-07-16,152.33,66.9,40.9,0.0
2019-07-17,152.21,66.4,40.55,0.0
2019-07-18,152.08,65.8,40.19,0.0
2019-07-19,151.95,65.2,39.85,0.0
2019-07-20,151.83,64.7,39.52,0.8
2019-07-21,151.73,64.2,39.22,0.0
2019-07-22,151.6,63.7,38.9,0.0
2019-07-23,151.48,63.1,38.55,0.0
2019-07-24,151.34,62.5,38.19,0.0
2019-07-25,151.21,61.9,37.84,0.0
2019-07-26,151.08,61.4,37.49,0.4
2019-07-27,150.96,60.8,37.17,10.8
2019-07-28,150.89,60.5,36.99,0.0
2019-07-29,150.81,60.2,36.79,0.0
2019-07-30,150.7,59.8,36.51,0.0
2019-07-31,150.57,59.2,36.17,0.0
2019-08-01,150.45,58.7,35.85,0.0
2019-08-02,150.33,58.2,35.54,1.1
2019-08-03,150.21,57.7,35.24,0.0
2019-08-04,150.08,57.2,34.92,0.0
2019-08-05,149.95,56.6,34.58,0.0
2019-08-06,149.82,56.0,34.25,0.0
2019-08-07,149.66,55.4,33.86,0.5
2019-08-08,149.51,54.8,33.49,0.0
2019-08-09,149.37,54.3,33.15,0.0
2019-08-10,149.24,53.7,32.83,0.0
2019-08-11,149.11,53.2,32.52,0.0
2019-08-12,148.97,52.7,32.18,0.6
2019-08-13,148.82,52.1,31.81,0.0
2019-08-14,148.68,51.5,31.48,0.0
2019-08-15,148.55,51.0,31.16,0.0
2019-08-16,148.42,50.5,30.87,0.0
2019-08-17,148.3,50.1,30.6,0.0
2019-08-18,147.95,48.8,29.8,0.0
2019-08-19,148.07,49.2,30.07,0.0
2019-08-20,147.95,48.7,29.78,0.0
2019-08-21,147.82,48.3,29.48,0.0
2019-08-22,147.69,47.8,29.18,0.0
2019-08-23,147.56,47.3,28.9,0.0
2019-08-24,147.45,46.9,28.64,0.0
2019-08-25,147.34,46.5,28.39,0.0
2019-08-26,147.22,46.0,28.14,0.0
2019-08-27,147.11,45.6,27.88,0.8
2019-08-28,146.99,45.2,27.63,0.0
2019-08-29,146.88,44.8,27.38,0.0
2019-08-30,146.77,44.4,27.15,0.0
2019-08-31,146.69,44.1,26.97,0.0
2019-09-01,146.62,43.9,26.83,1.0
2019-09-02,146.55,43.7,26.68,0.0
2019-09-03,146.49,43.4,26.54,0.0
2019-09-04,146.43,43.2,26.42,0.0
2019-09-05,146.36,43.0,26.28,0.0
2019-09-06,146.31,42.8,26.17,0.0
2019-09-07,146.26,42.7,26.07,0.0
2019-09-08,146.22,42.5,25.98,0.0
2019-09-09,146.18,42.4,25.89,0.0
2019-09-10,146.14,42.3,25.82,12.8
2019-09-11,146.11,42.1,25.74,0.1
2019-09-12,146.07,42.0,25.67,0.0
2019-09-13,146.04,41.9,25.6,0.0
2019-09-14,146.0,41.8,25.53,0.5
2019-09-15,145.97,41.7,25.47,0.0
2019-09-16,145.94,41.6,25.41,0.0
2019-09-17,145.91,41.5,25.35,0.0
2019-09-18,145.88,41.4,25.29,0.0
2019-09-19,145.86,41.3,25.24,0.0
2019-09-20,145.83,41.2,25.18,0.0
2019-09-21,145.83,41.2,25.17,27.4
2019-09-22,145.83,41.2,25.18,0.4
2019-09-23,145.82,41.2,25.15,0.0
2019-09-24,145.8,41.1,25.12,0.0
2019-09-25,145.78,41.0,25.08,0.0
2019-09-26,145.76,41.0,25.04,0.0
2019-09-27,145.74,40.9,25.01,0.0
2019-09-28,145.73,40.9,24.97,0.0
2019-09-29,145.71,40.8,24.94,0.0
2019-09-30,145.68,40.7,24.88,0.0
2019-10-01,145.68,40.7,24.87,23.6
2019-10-02,145.68,40.7,24.89,0.0
2019-10-03,145.69,40.7,24.89,0.0
2019-10-04,145.67,40.7,24.87,0.1
2019-10-05,145.66,40.7,24.84,0.0
2019-10-06,145.65,40.6,24.81,0.0
2019-10-07,145.63,40.5,24.77,0.0
2019-10-08,145.61,40.5,24.74,0.0
2019-10-09,145.59,40.4,24.7,0.0
2019-10-10,145.57,40.4,24.67,0.0
2019-10-11,145.56,40.3,24.63,0.0
2019-10-12,145.54,40.3,24.6,0.0
2019-10-13,145.53,40.2,24.59,0.0
2019-10-14,145.51,40.2,24.54,0.2
2019-10-15,145.49,40.1,24.5,0.4
2019-10-16,145.48,40.1,24.49,0.0
2019-10-17,145.47,40.0,24.47,0.0
2019-10-18,145.45,40.0,24.41,0.0
2019-10-19,145.43,39.9,24.38,0.0
2019-10-20,145.42,39.9,24.36,2.9
2019-10-21,145.41,39.8,24.34,2.4
2019-10-22,145.42,39.9,24.36,36.3
2019-10-23,145.83,41.2,25.18,59.9
2019-10-24,146.14,42.2,25.81,0.1
2019-10-25,146.23,42.5,25.99,0.0
2019-10-26,146.26,42.7,26.07,0.0
2019-10-27,146.28,42.7,26.11,0.0
2019-10-28,146.3,42.8,26.14,0.0
2019-10-29,146.31,42.8,26.16,0.0
2019-10-30,146.31,42.8,26.17,0.0
2019-10-31,146.32,42.9,26.19,1.4
2019-11-01,146.32,42.9,26.19,1.3
2019-11-02,146.32,42.9,26.19,0.5
2019-11-03,146.33,42.9,26.2,2.3
2019-11-04,146.32,42.9,26.19,1.5
2019-11-05,146.37,43.0,26.29,14.4
2019-11-06,146.4,43.1,26.35,0.0
2019-11-07,146.39,43.1,26.34,10.3
2019-11-08,146.4,43.2,26.37,3.8
2019-11-09,146.42,43.2,26.39,0.0
2019-11-10,146.42,43.2,26.4,0.0
2019-11-11,146.42,43.2,26.4,0.0
2019-11-12,146.42,43.2,26.4,0.0
2019-11-13,146.42,43.2,26.4,0.0
2019-11-14,146.42,43.2,26.39,6.1
2019-11-15,146.42,43.2,26.4,0.8
2019-11-16,146.42,43.2,26.4,0.0
2019-11-17,146.42,43.2,26.4,0.0
2019-11-18,146.42,43.2,26.4,0.0
2019-11-19,146.42,43.2,26.39,0.0
2019-11-20,146.41,43.2,26.37,0.1
2019-11-21,146.4,43.1,26.36,0.0
2019-11-22,146.41,43.2,26.37,5.2
2019-11-23,146.42,43.2,26.4,2.1
2019-11-24,146.42,43.2,26.4,0.0
2019-11-25,146.42,43.2,26.4,0.0
2019-11-26,146.43,43.2,26.41,0.0
2019-11-27,146.43,43.2,26.42,0.0
2019-11-28,146.43,43.2,26.42,0.0
2019-11-29,146.43,43.2,26.42,0.0
2019-11-30,146.43,43.2,26.42,0.0
2019-12-01,146.43,43.2,26.42,2.1
2019-12-02,146.43,43.2,26.42,0.0
2019-12-03,146.42,43.2,26.4,0.0
2019-12-04,146.44,43.3,26.45,56.5
2019-12-05,146.82,44.6,27.26,4.8
2019-12-06,147.16,45.8,28.01,0.0
2019-12-07,147.3,46.3,28.31,0.0
2019-12-08,147.38,46.6,28.48,0.2
2019-12-09,147.42,46.8,28.58,0.0
2019-12-10,147.45,46.9,28.64,0.0
2019-12-11,147.47,47.0,28.69,0.0
2019-12-12,147.49,47.0,28.74,1.4
2019-12-13,147.51,47.1,28.78,1.1
2019-12-14,147.52,47.1,28.81,0.0
2019-12-15,147.53,47.2,28.83,0.1
2019-12-16,147.54,47.2,28.85,0.1
2019-12-17,147.55,47.3,28.88,0.0
2019-12-18,147.56,47.3,28.89,0.0
2019-12-19,147.57,47.3,28.9,0.0
2019-12-20,147.57,47.3,28.92,0.0
2019-12-21,147.58,47.4,28.94,4.3
2019-12-22,147.59,47.4,28.95,0.6
2019-12-23,147.58,47.4,28.94,0.0
2019-12-24,147.59,47.4,28.96,0.0
2019-12-25,147.59,47.4,28.96,0.0
2019-12-26,147.59,47.4,28.96,0.0
2019-12-27,147.59,47.4,28.96,0.0
2019-12-28,147.59,47.4,28.96,0.0
2019-12-29,147.58,47.4,28.94,0.0
2019-12-30,147.58,47.4,28.94,0.0
2019-12-31,147.58,47.4,28.94,0.0
2020-01-01,147.58,47.4,28.94,0.0
2020-01-02,147.57,47.3,28.92,0.0
2020-01-03,147.57,47.3,28.91,0.1
2020-01-04,147.57,47.3,28.91,0.0
2020-01-05,147.57,47.3,28.91,0.0
2020-01-06,147.57,47.3,28.91,0.0
2020-01-07,147.57,47.3,28.91,0.0
2020-01-08,147.57,47.3,28.91,0.0
2020-01-09,147.57,47.3,28.91,0.0
2020-01-10,147.57,47.3,28.91,2.7
2020-01-11,147.56,47.3,28.89,0.0
2020-01-12,147.56,47.3,28.89,0.0
2020-01-13,147.56,47.3,28.89,0.0
2020-01-14,147.55,47.3,28.87,0.0
2020-01-15,147.55,47.2,28.87,0.1
2020-01-16,147.54,47.2,28.85,0.0
2020-01-17,147.53,47.2,28.83,7.1
2020-01-18,147.53,47.2,28.82,0.2
2020-01-19,147.52,47.1,28.8,0.0
2020-01-20,147.51,47.1,28.78,26.0
2020-01-21,147.85,48.4,29.56,53.7
2020-01-22,151.45,63.3,38.65,59.4
2020-01-23,155.73,84.2,51.45,31.4
2020-01-24,157.31,93.0,56.81,0.2
2020-01-25,157.66,95.0,58.06,0.0
2020-01-26,157.75,95.6,58.4,0.0
2020-01-27,157.75,95.6,58.39,0.0
2020-01-28,157.7,95.2,58.2,0.0
2020-01-29,157.6,94.7,57.87,0.0
2020-01-30,157.47,93.9,57.4,0.0
2020-01-31,157.34,93.2,56.93,0.0
2020-02-01,157.18,92.2,56.36,0.0
2020-02-02,157.01,91.3,55.77,0.0
2020-02-03,156.83,90.3,55.16,0.0
2020-02-04,156.66,89.3,54.57,0.0
2020-02-05,156.56,88.7,54.22,0.0
2020-02-06,156.43,88.0,53.76,0.0
2020-02-07,155.92,85.1,52.02,0.0
2020-02-08,155.79,84.4,51.58,0.0
2020-02-09,155.76,84.3,51.48,0.0
2020-02-10,155.73,84.1,51.39,0.0
2020-02-11,155.72,84.1,51.36,0.1
2020-02-12,155.73,84.1,51.39,1.3
2020-02-13,155.73,84.1,51.39,0.0
2020-02-14,155.74,84.2,51.42,0.0
2020-02-15,155.75,84.2,51.45,0.2
2020-02-16,155.75,84.2,51.47,0.1
2020-02-17,155.76,84.3,51.5,0.0
2020-02-18,155.77,84.3,51.52,0.0
2020-02-19,155.78,84.4,51.55,0.0
2020-02-20,155.79,84.4,51.59,0.0
2020-02-21,155.8,84.5,51.63,0.0
2020-02-22,155.81,84.6,51.66,0.0
2020-02-23,155.82,84.6,51.7,0.0
2020-02-24,155.83,84.7,51.74,0.0
2020-02-25,155.85,84.7,51.78,0.0
2020-02-26,155.85,84.8,51.79,0.0
2020-02-27,155.86,84.8,51.82,0.0
2020-02-28,155.87,84.9,51.85,0.0
2020-02-29,155.88,84.9,51.89,0.0
2020-03-01,155.89,85.0,51.91,0.0
2020-03-02,155.9,85.0,51.95,6.0
2020-03-03,155.9,85.1,51.98,3.1
2020-03-04,155.91,85.1,52.01,0.0
2020-03-05,155.93,85.2,52.05,5.5
2020-03-06,155.94,85.2,52.09,0.8
2020-03-07,155.93,85.2,52.08,0.0
2020-03-08,155.94,85.3,52.1,0.0
2020-03-09,155.95,85.3,52.12,0.0
2020-03-10,155.95,85.3,52.13,0.0
2020-03-11,155.96,85.4,52.16,0.0
2020-03-12,155.96,85.4,52.16,0.0
2020-03-13,155.97,85.4,52.2,0.0
2020-03-14,155.97,85.4,52.2,0.0
2020-03-15,155.98,85.5,52.22,0.0
2020-03-16,155.99,85.5,52.27,23.3
2020-03-17,156.02,85.7,52.36,0.0
2020-03-18,156.04,85.8,52.42,0.0
2020-03-19,156.05,85.9,52.46,0.0
2020-03-20,156.06,85.9,52.5,0.1
2020-03-21,156.07,86.0,52.53,0.0
2020-03-22,156.08,86.0,52.55,0.1
2020-03-23,156.09,86.1,52.6,10.1
2020-03-24,156.1,86.2,52.64,0.0
2020-03-25,156.11,86.2,52.67,0.0
2020-03-26,156.12,86.3,52.72,11.1
2020-03-27,156.14,86.4,52.77,0.0
2020-03-28,156.15,86.4,52.8,0.0
2020-03-29,156.15,86.5,52.82,0.4
2020-03-30,156.16,86.5,52.85,0.7
2020-03-31,156.17,86.5,52.87,3.8
2020-04-01,156.19,86.6,52.93,9.2
2020-04-02,156.22,86.8,53.06,0.7
2020-04-03,156.27,87.1,53.23,0.0
2020-04-04,156.3,87.3,53.33,0.0
2020-04-05,156.33,87.4,53.4,0.0
2020-04-06,156.34,87.5,53.45,0.0
2020-04-07,156.35,87.6,53.49,0.0
2020-04-08,156.36,87.6,53.54,0.0
2020-04-09,156.37,87.7,53.56,0.0
2020-04-10,156.38,87.7,53.59,0.1
2020-04-11,156.39,87.7,53.61,0.0
2020-04-12,156.39,87.8,53.62,0.0
2020-04-13,156.41,87.9,53.69,27.8
2020-04-14,156.45,88.1,53.83,0.0
2020-04-15,156.48,88.3,53.94,4.0
2020-04-16,156.51,88.4,54.04,0.0
2020-04-17,156.53,88.6,54.12,0.0
2020-04-18,156.54,88.6,54.14,4.2
2020-04-19,156.55,88.7,54.17,3.3
2020-04-20,156.53,88.6,54.12,8.2
2020-04-21,156.7,89.5,54.69,100.4
2020-04-22,157.68,95.2,58.16,27.5
2020-04-23,157.68,95.2,58.15,1.8
2020-04-24,157.58,94.6,57.79,0.0
2020-04-25,157.57,94.5,57.74,0.0
2020-04-26,157.53,94.3,57.61,23.8
2020-04-27,157.48,94.0,57.43,5.5
2020-04-28,157.52,94.2,57.58,8.2
2020-04-29,157.56,94.5,57.71,0.0
2020-04-30,157.59,94.6,57.81,1.5
2020-05-01,157.59,94.6,57.81,4.2
2020-05-02,157.58,94.5,57.77,0.0
2020-05-03,157.55,94.4,57.67,0.0
2020-05-04,157.51,94.2,57.54,0.0
2020-05-05,157.5,94.1,57.48,0.0
2020-05-06,157.48,94.0,57.4,0.0
2020-05-07,157.47,93.9,57.39,0.0
2020-05-08,157.45,93.8,57.33,0.0
2020-05-09,157.44,93.7,57.28,3.0
2020-05-10,157.44,93.7,57.28,13.2
2020-05-11,157.47,93.9,57.39,1.9
2020-05-12,157.48,94.0,57.42,0.1
2020-05-13,157.48,94.0,57.42,2.5
2020-05-14,157.5,94.1,57.47,35.8
2020-05-15,157.57,94.5,57.73,3.8
2020-05-16,157.63,94.9,57.96,5.5
2020-05-17,157.64,94.9,57.99,0.0
2020-05-18,157.63,94.9,57.97,0.0
2020-05-19,157.6,94.7,57.87,0.0
2020-05-20,157.6,94.7,57.85,0.0
2020-05-21,157.6,94.7,57.85,0.0
2020-05-22,157.6,94.7,57.85,0.0
2020-05-23,157.6,94.7,57.85,0.0
2020-05-24,157.6,94.7,57.85,0.0
2020-05-25,157.6,94.7,57.85,0.0
2020-05-26,157.6,94.7,57.85,0.0
2020-05-27,157.6,94.7,57.85,0.0
2020-05-28,157.62,94.8,57.92,0.0
2020-05-29,157.63,94.9,57.96,0.0
2020-05-30,157.63,94.9,57.96,0.0
2020-05-31,157.63,94.9,57.96,0.2
2020-06-01,157.63,94.9,57.96,12.0
2020-06-02,157.64,94.9,57.99,1.2
2020-06-03,157.64,94.9,57.99,8.7
2020-06-04,157.63,94.9,57.96,38.5
2020-06-05,157.67,95.1,58.11,0.0
2020-06-06,157.67,95.1,58.11,18.4
2020-06-07,157.72,95.4,58.28,19.4
2020-06-08,157.79,95.8,58.51,2.9
2020-06-09,157.63,94.8,57.94,0.1
2020-06-10,157.51,94.2,57.53,2.3
2020-06-11,157.47,93.9,57.39,2.6
2020-06-12,157.47,93.9,57.38,0.0
2020-06-13,157.47,93.9,57.39,1.4
2020-06-14,157.48,94.0,57.42,0.6
2020-06-15,157.51,94.1,57.51,3.8
2020-06-16,157.51,94.2,57.53,3.5
2020-06-17,157.51,94.2,57.54,10.4
2020-06-18,157.58,94.6,57.78,3.3
2020-06-19,157.66,95.0,58.07,0.0
2020-06-20,157.73,95.4,58.31,0.0
2020-06-21,157.77,95.7,58.45,0.0
2020-06-22,157.79,95.8,58.53,0.0
2020-06-23,157.8,95.8,58.56,0.0
2020-06-24,157.8,95.8,58.56,0.0
